dataset,service,fault,instance,seed,budget,top1,top3,top5,avg5,full_trace_count,full_anomalous_trace_count,kept_trace_count,kept_anomalous_trace_count,total_reduction,post_injection_reduction,top5_services
RE2-OB,checkoutservice,cpu,2,2029,0.2,0.0,1.0,1.0,0.8,12257,657,11731,131,0.04291425307987273,0.8006088280060883,"['frontendservice', 'checkoutservice', 'recommendationservice', 'currencyservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,2,2029,0.25,1.0,1.0,1.0,1.0,12257,657,11764,164,0.04022191400832176,0.7503805175038052,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,2029,0.35,0.0,1.0,1.0,0.8,12257,657,11830,230,0.03483723586521992,0.649923896499239,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,2029,0.5,0.0,1.0,1.0,0.8,12257,657,11928,328,0.026841804683038317,0.5007610350076104,"['frontendservice', 'checkoutservice', 'emailservice', 'paymentservice', 'recommendationservice']"
RE2-OB,checkoutservice,cpu,2,2029,0.75,0.0,1.0,1.0,0.8,12257,657,12093,493,0.013380109325283551,0.2496194824961948,"['frontendservice', 'checkoutservice', 'emailservice', 'paymentservice', 'recommendationservice']"
RE2-OB,checkoutservice,cpu,2,2029,1.0,0.0,1.0,1.0,0.8,12257,657,12257,657,0.0,0.0,"['frontendservice', 'checkoutservice', 'emailservice', 'recommendationservice', 'paymentservice']"
RE2-OB,checkoutservice,cpu,2,2030,0.05,1.0,1.0,1.0,1.0,12257,657,11633,33,0.05090968426205433,0.9497716894977168,"['checkoutservice', 'recommendationservice', 'frontendservice', 'emailservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,2,2030,0.1,1.0,1.0,1.0,1.0,12257,657,11666,66,0.04821734519050336,0.8995433789954338,"['checkoutservice', 'recommendationservice', 'frontendservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,2,2030,0.15,1.0,1.0,1.0,1.0,12257,657,11699,99,0.04552500611895238,0.8493150684931507,"['checkoutservice', 'frontendservice', 'currencyservice', 'productcatalogservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,2,2030,0.2,0.0,1.0,1.0,0.8,12257,657,11731,131,0.04291425307987273,0.8006088280060883,"['frontendservice', 'checkoutservice', 'paymentservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,2030,0.25,0.0,1.0,1.0,0.8,12257,657,11764,164,0.04022191400832176,0.7503805175038052,"['frontendservice', 'checkoutservice', 'currencyservice', 'productcatalogservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,2,2030,0.35,0.0,1.0,1.0,0.8,12257,657,11830,230,0.03483723586521992,0.649923896499239,"['frontendservice', 'checkoutservice', 'recommendationservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,2,2030,0.5,0.0,1.0,1.0,0.8,12257,657,11928,328,0.026841804683038317,0.5007610350076104,"['frontendservice', 'checkoutservice', 'recommendationservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,2,2030,0.75,0.0,1.0,1.0,0.8,12257,657,12093,493,0.013380109325283551,0.2496194824961948,"['frontendservice', 'checkoutservice', 'emailservice', 'recommendationservice', 'paymentservice']"
RE2-OB,checkoutservice,cpu,2,2030,1.0,0.0,1.0,1.0,0.8,12257,657,12257,657,0.0,0.0,"['frontendservice', 'checkoutservice', 'emailservice', 'recommendationservice', 'paymentservice']"
RE2-OB,checkoutservice,cpu,2,2031,0.05,0.0,1.0,1.0,0.6,12257,657,11633,33,0.05090968426205433,0.9497716894977168,"['frontendservice', 'currencyservice', 'checkoutservice', 'emailservice', 'paymentservice']"
RE2-OB,checkoutservice,cpu,2,2031,0.1,1.0,1.0,1.0,1.0,12257,657,11666,66,0.04821734519050336,0.8995433789954338,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,2031,0.15,0.0,1.0,1.0,0.8,12257,657,11699,99,0.04552500611895238,0.8493150684931507,"['frontendservice', 'checkoutservice', 'currencyservice', 'productcatalogservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,2,2031,0.2,0.0,1.0,1.0,0.8,12257,657,11731,131,0.04291425307987273,0.8006088280060883,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,2031,0.25,0.0,1.0,1.0,0.8,12257,657,11764,164,0.04022191400832176,0.7503805175038052,"['frontendservice', 'checkoutservice', 'emailservice', 'paymentservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,2,2031,0.35,0.0,1.0,1.0,0.8,12257,657,11830,230,0.03483723586521992,0.649923896499239,"['frontendservice', 'checkoutservice', 'paymentservice', 'recommendationservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,2,2031,0.5,0.0,1.0,1.0,0.8,12257,657,11928,328,0.026841804683038317,0.5007610350076104,"['frontendservice', 'checkoutservice', 'recommendationservice', 'emailservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,2,2031,0.75,0.0,1.0,1.0,0.8,12257,657,12093,493,0.013380109325283551,0.2496194824961948,"['frontendservice', 'checkoutservice', 'emailservice', 'paymentservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,2,2031,1.0,0.0,1.0,1.0,0.8,12257,657,12257,657,0.0,0.0,"['frontendservice', 'checkoutservice', 'emailservice', 'recommendationservice', 'paymentservice']"
RE2-OB,checkoutservice,cpu,2,2032,0.05,1.0,1.0,1.0,1.0,12257,657,11633,33,0.05090968426205433,0.9497716894977168,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'paymentservice']"
RE2-OB,checkoutservice,cpu,2,2032,0.1,0.0,1.0,1.0,0.8,12257,657,11666,66,0.04821734519050336,0.8995433789954338,"['frontendservice', 'checkoutservice', 'productcatalogservice', 'emailservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,2,2032,0.15,1.0,1.0,1.0,1.0,12257,657,11699,99,0.04552500611895238,0.8493150684931507,"['checkoutservice', 'frontendservice', 'currencyservice', 'productcatalogservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,2,2032,0.2,1.0,1.0,1.0,1.0,12257,657,11731,131,0.04291425307987273,0.8006088280060883,"['checkoutservice', 'frontendservice', 'currencyservice', 'productcatalogservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,2,2032,0.25,0.0,1.0,1.0,0.8,12257,657,11764,164,0.04022191400832176,0.7503805175038052,"['frontendservice', 'checkoutservice', 'currencyservice', 'productcatalogservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,2,2032,0.35,0.0,1.0,1.0,0.8,12257,657,11830,230,0.03483723586521992,0.649923896499239,"['frontendservice', 'checkoutservice', 'emailservice', 'paymentservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,2032,0.5,0.0,1.0,1.0,0.8,12257,657,11928,328,0.026841804683038317,0.5007610350076104,"['frontendservice', 'checkoutservice', 'recommendationservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,2,2032,0.75,0.0,1.0,1.0,0.8,12257,657,12093,493,0.013380109325283551,0.2496194824961948,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,2032,1.0,0.0,1.0,1.0,0.8,12257,657,12257,657,0.0,0.0,"['frontendservice', 'checkoutservice', 'emailservice', 'recommendationservice', 'paymentservice']"
RE2-OB,checkoutservice,cpu,2,2033,0.05,0.0,1.0,1.0,0.8,12257,657,11633,33,0.05090968426205433,0.9497716894977168,"['frontendservice', 'checkoutservice', 'paymentservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,2033,0.1,1.0,1.0,1.0,1.0,12257,657,11666,66,0.04821734519050336,0.8995433789954338,"['checkoutservice', 'frontendservice', 'currencyservice', 'productcatalogservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,2,2033,0.15,1.0,1.0,1.0,1.0,12257,657,11699,99,0.04552500611895238,0.8493150684931507,"['checkoutservice', 'emailservice', 'recommendationservice', 'frontendservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,2033,0.2,0.0,1.0,1.0,0.8,12257,657,11731,131,0.04291425307987273,0.8006088280060883,"['frontendservice', 'checkoutservice', 'currencyservice', 'productcatalogservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,2,2033,0.25,0.0,1.0,1.0,0.6,12257,657,11764,164,0.04022191400832176,0.7503805175038052,"['frontendservice', 'recommendationservice', 'checkoutservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,2033,0.35,0.0,1.0,1.0,0.8,12257,657,11830,230,0.03483723586521992,0.649923896499239,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,2033,0.5,0.0,1.0,1.0,0.8,12257,657,11928,328,0.026841804683038317,0.5007610350076104,"['frontendservice', 'checkoutservice', 'recommendationservice', 'paymentservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,2,2033,0.75,0.0,1.0,1.0,0.8,12257,657,12093,493,0.013380109325283551,0.2496194824961948,"['frontendservice', 'checkoutservice', 'emailservice', 'recommendationservice', 'paymentservice']"
RE2-OB,checkoutservice,cpu,2,2033,1.0,0.0,1.0,1.0,0.8,12257,657,12257,657,0.0,0.0,"['frontendservice', 'checkoutservice', 'emailservice', 'recommendationservice', 'paymentservice']"
RE2-OB,checkoutservice,cpu,2,2034,0.05,0.0,1.0,1.0,0.6,12257,657,11633,33,0.05090968426205433,0.9497716894977168,"['recommendationservice', 'emailservice', 'checkoutservice', 'frontendservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,2034,0.1,0.0,1.0,1.0,0.6,12257,657,11666,66,0.04821734519050336,0.8995433789954338,"['frontendservice', 'emailservice', 'checkoutservice', 'currencyservice', 'paymentservice']"
RE2-OB,checkoutservice,cpu,2,2034,0.15,0.0,1.0,1.0,0.6,12257,657,11699,99,0.04552500611895238,0.8493150684931507,"['frontendservice', 'emailservice', 'checkoutservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,2034,0.2,0.0,1.0,1.0,0.8,12257,657,11731,131,0.04291425307987273,0.8006088280060883,"['frontendservice', 'checkoutservice', 'recommendationservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,2034,0.25,1.0,1.0,1.0,1.0,12257,657,11764,164,0.04022191400832176,0.7503805175038052,"['checkoutservice', 'frontendservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,2,2034,0.35,1.0,1.0,1.0,1.0,12257,657,11830,230,0.03483723586521992,0.649923896499239,"['checkoutservice', 'frontendservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,2,2034,0.5,0.0,1.0,1.0,0.8,12257,657,11928,328,0.026841804683038317,0.5007610350076104,"['frontendservice', 'checkoutservice', 'paymentservice', 'recommendationservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,2034,0.75,0.0,1.0,1.0,0.8,12257,657,12093,493,0.013380109325283551,0.2496194824961948,"['frontendservice', 'checkoutservice', 'paymentservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,2034,1.0,0.0,1.0,1.0,0.8,12257,657,12257,657,0.0,0.0,"['frontendservice', 'checkoutservice', 'emailservice', 'recommendationservice', 'paymentservice']"
RE2-OB,checkoutservice,cpu,2,2035,0.05,0.0,1.0,1.0,0.8,12257,657,11633,33,0.05090968426205433,0.9497716894977168,"['frontendservice', 'checkoutservice', 'productcatalogservice', 'emailservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,2,2035,0.1,1.0,1.0,1.0,1.0,12257,657,11666,66,0.04821734519050336,0.8995433789954338,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'paymentservice']"
RE2-OB,checkoutservice,cpu,2,2035,0.15,0.0,0.0,1.0,0.2,12257,657,11699,99,0.04552500611895238,0.8493150684931507,"['frontendservice', 'productcatalogservice', 'currencyservice', 'emailservice', 'checkoutservice']"
RE2-OB,checkoutservice,cpu,2,2035,0.2,0.0,1.0,1.0,0.6,12257,657,11731,131,0.04291425307987273,0.8006088280060883,"['frontendservice', 'emailservice', 'checkoutservice', 'recommendationservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,2,2035,0.25,0.0,1.0,1.0,0.6,12257,657,11764,164,0.04022191400832176,0.7503805175038052,"['frontendservice', 'emailservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,2,2035,0.35,0.0,1.0,1.0,0.6,12257,657,11830,230,0.03483723586521992,0.649923896499239,"['emailservice', 'frontendservice', 'checkoutservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,2,2035,0.5,0.0,1.0,1.0,0.8,12257,657,11928,328,0.026841804683038317,0.5007610350076104,"['frontendservice', 'checkoutservice', 'emailservice', 'recommendationservice', 'paymentservice']"
RE2-OB,checkoutservice,cpu,2,2035,0.75,0.0,1.0,1.0,0.8,12257,657,12093,493,0.013380109325283551,0.2496194824961948,"['frontendservice', 'checkoutservice', 'emailservice', 'paymentservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,2,2035,1.0,0.0,1.0,1.0,0.8,12257,657,12257,657,0.0,0.0,"['frontendservice', 'checkoutservice', 'emailservice', 'recommendationservice', 'paymentservice']"
RE2-OB,checkoutservice,cpu,3,2026,0.05,1.0,1.0,1.0,1.0,24721,12410,12931,620,0.47692245459326077,0.9500402900886382,"['checkoutservice', 'frontendservice', 'paymentservice', 'emailservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,3,2026,0.1,1.0,1.0,1.0,1.0,24721,12410,13552,1241,0.4518021115650661,0.9,"['checkoutservice', 'frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,3,2026,0.15,1.0,1.0,1.0,1.0,24721,12410,14173,1862,0.42668176853687145,0.8499597099113618,"['checkoutservice', 'frontendservice', 'productcatalogservice', 'currencyservice', 'recommendationservice']"
RE2-OB,checkoutservice,cpu,3,2026,0.2,1.0,1.0,1.0,1.0,24721,12410,14793,2482,0.40160187694672544,0.8,"['checkoutservice', 'frontendservice', 'currencyservice', 'productcatalogservice', 'recommendationservice']"
RE2-OB,checkoutservice,cpu,3,2026,0.25,0.0,1.0,1.0,0.8,24721,12410,15413,3102,0.37652198535657944,0.7500402900886383,"['frontendservice', 'checkoutservice', 'currencyservice', 'productcatalogservice', 'recommendationservice']"
RE2-OB,checkoutservice,cpu,3,2026,0.35,0.0,1.0,1.0,0.8,24721,12410,16655,4344,0.3262812993001901,0.6499597099113619,"['frontendservice', 'checkoutservice', 'productcatalogservice', 'currencyservice', 'recommendationservice']"
RE2-OB,checkoutservice,cpu,3,2026,0.5,0.0,1.0,1.0,0.8,24721,12410,18516,6205,0.25100117309170344,0.5,"['frontendservice', 'checkoutservice', 'productcatalogservice', 'currencyservice', 'recommendationservice']"
RE2-OB,checkoutservice,cpu,3,2026,0.75,0.0,1.0,1.0,0.8,24721,12410,21619,9308,0.12548036082682734,0.24995970991136185,"['frontendservice', 'checkoutservice', 'currencyservice', 'productcatalogservice', 'recommendationservice']"
RE2-OB,checkoutservice,cpu,3,2026,1.0,0.0,1.0,1.0,0.8,24721,12410,24721,12410,0.0,0.0,"['frontendservice', 'checkoutservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,3,2027,0.05,0.0,1.0,1.0,0.8,24721,12410,12931,620,0.47692245459326077,0.9500402900886382,"['frontendservice', 'checkoutservice', 'paymentservice', 'currencyservice', 'recommendationservice']"
RE2-OB,checkoutservice,cpu,3,2027,0.1,1.0,1.0,1.0,1.0,24721,12410,13552,1241,0.4518021115650661,0.9,"['checkoutservice', 'frontendservice', 'productcatalogservice', 'paymentservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,3,2027,0.15,1.0,1.0,1.0,1.0,24721,12410,14173,1862,0.42668176853687145,0.8499597099113618,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,3,2027,0.2,0.0,1.0,1.0,0.8,24721,12410,14793,2482,0.40160187694672544,0.8,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,3,2027,0.25,1.0,1.0,1.0,1.0,24721,12410,15413,3102,0.37652198535657944,0.7500402900886383,"['checkoutservice', 'frontendservice', 'productcatalogservice', 'currencyservice', 'recommendationservice']"
RE2-OB,checkoutservice,cpu,3,2027,0.35,0.0,1.0,1.0,0.8,24721,12410,16655,4344,0.3262812993001901,0.6499597099113619,"['frontendservice', 'checkoutservice', 'recommendationservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,3,2027,0.5,0.0,1.0,1.0,0.8,24721,12410,18516,6205,0.25100117309170344,0.5,"['frontendservice', 'checkoutservice', 'currencyservice', 'productcatalogservice', 'recommendationservice']"
RE2-OB,checkoutservice,cpu,3,2027,0.75,0.0,1.0,1.0,0.8,24721,12410,21619,9308,0.12548036082682734,0.24995970991136185,"['frontendservice', 'checkoutservice', 'currencyservice', 'productcatalogservice', 'recommendationservice']"
RE2-OB,checkoutservice,cpu,3,2027,1.0,0.0,1.0,1.0,0.8,24721,12410,24721,12410,0.0,0.0,"['frontendservice', 'checkoutservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,3,2028,0.05,1.0,1.0,1.0,1.0,24721,12410,12931,620,0.47692245459326077,0.9500402900886382,"['checkoutservice', 'frontendservice', 'currencyservice', 'productcatalogservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,3,2028,0.1,0.0,1.0,1.0,0.8,24721,12410,13552,1241,0.4518021115650661,0.9,"['frontendservice', 'checkoutservice', 'paymentservice', 'productcatalogservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,3,2028,0.15,0.0,1.0,1.0,0.8,24721,12410,14173,1862,0.42668176853687145,0.8499597099113618,"['frontendservice', 'checkoutservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,3,2028,0.2,0.0,1.0,1.0,0.8,24721,12410,14793,2482,0.40160187694672544,0.8,"['frontendservice', 'checkoutservice', 'productcatalogservice', 'emailservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,3,2028,0.25,0.0,1.0,1.0,0.8,24721,12410,15413,3102,0.37652198535657944,0.7500402900886383,"['frontendservice', 'checkoutservice', 'currencyservice', 'productcatalogservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,3,2028,0.35,0.0,1.0,1.0,0.8,24721,12410,16655,4344,0.3262812993001901,0.6499597099113619,"['frontendservice', 'checkoutservice', 'currencyservice', 'productcatalogservice', 'recommendationservice']"
RE2-OB,checkoutservice,cpu,3,2028,0.5,0.0,1.0,1.0,0.8,24721,12410,18516,6205,0.25100117309170344,0.5,"['frontendservice', 'checkoutservice', 'productcatalogservice', 'currencyservice', 'recommendationservice']"
RE2-OB,checkoutservice,cpu,3,2028,0.75,0.0,1.0,1.0,0.8,24721,12410,21619,9308,0.12548036082682734,0.24995970991136185,"['frontendservice', 'checkoutservice', 'currencyservice', 'productcatalogservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,3,2028,1.0,0.0,1.0,1.0,0.8,24721,12410,24721,12410,0.0,0.0,"['frontendservice', 'checkoutservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,3,2029,0.05,0.0,1.0,1.0,0.8,24721,12410,12931,620,0.47692245459326077,0.9500402900886382,"['frontendservice', 'checkoutservice', 'paymentservice', 'productcatalogservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,3,2029,0.1,0.0,1.0,1.0,0.8,24721,12410,13552,1241,0.4518021115650661,0.9,"['frontendservice', 'checkoutservice', 'recommendationservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,checkoutservice,cpu,3,2029,0.15,1.0,1.0,1.0,1.0,24721,12410,14173,1862,0.42668176853687145,0.8499597099113618,"['checkoutservice', 'frontendservice', 'currencyservice', 'paymentservice', 'productcatalogservice']"
RE2-OB,checkoutservice,cpu,3,2029,0.2,0.0,1.0,1.0,0.8,24721,12410,14793,2482,0.40160187694672544,0.8,"['frontendservice', 'checkoutservice', 'productcatalogservice', 'paymentservice', 'emailservice']"
RE2-OB,checkoutservice,cpu,3,2029,0.25,0.0,1.0,1.0,0.8,24721,12410,15413,3102,0.37652198535657944,0.7500402900886383,"['frontendservice', 'checkoutservice', 'productcatalogservice', 'emailservice', 'currencyservice']"
