dataset,service,fault,instance,budget,top1,top3,top5,avg5,full_trace_count,full_anomalous_trace_count,kept_trace_count,kept_anomalous_trace_count,top5_services
RE2-TT,ts-order-service,loss,3,0.25,1.0,1.0,1.0,1.0,6648,3322,4156,830,"['ts-order-service', 'ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-travel-service']"
RE2-TT,ts-order-service,loss,3,0.5,0.0,1.0,1.0,0.8,6648,3322,4987,1661,"['ts-ticketinfo-service', 'ts-order-service', 'ts-basic-service', 'ts-auth-service', 'ts-station-service']"
RE2-TT,ts-order-service,loss,3,1.0,0.0,1.0,1.0,0.6,6648,3322,6648,3322,"['ts-ticketinfo-service', 'ts-basic-service', 'ts-order-service', 'ts-auth-service', 'ts-route-service']"
RE2-TT,ts-route-service,loss,1,0.1,1.0,1.0,1.0,1.0,5095,1819,3458,182,"['ts-route-service', 'ts-travel2-service', 'ts-seat-service', 'ts-basic-service', 'ts-travel-service']"
RE2-TT,ts-route-service,loss,1,0.25,1.0,1.0,1.0,1.0,5095,1819,3731,455,"['ts-route-service', 'ts-travel2-service', 'ts-basic-service', 'ts-seat-service', 'ts-travel-service']"
RE2-TT,ts-route-service,loss,1,0.5,1.0,1.0,1.0,1.0,5095,1819,4186,910,"['ts-route-service', 'ts-travel2-service', 'ts-seat-service', 'ts-basic-service', 'ts-travel-service']"
RE2-TT,ts-route-service,loss,1,1.0,1.0,1.0,1.0,1.0,5095,1819,5095,1819,"['ts-route-service', 'ts-travel2-service', 'ts-seat-service', 'ts-basic-service', 'ts-travel-service']"
RE2-TT,ts-route-service,loss,2,0.1,1.0,1.0,1.0,1.0,6553,3219,3656,322,"['ts-route-service', 'ts-travel2-service', 'ts-basic-service', 'ts-travel-service', 'ts-seat-service']"
RE2-TT,ts-route-service,loss,2,0.25,1.0,1.0,1.0,1.0,6553,3219,4139,805,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service', 'ts-seat-service']"
RE2-TT,ts-route-service,loss,2,0.5,1.0,1.0,1.0,1.0,6553,3219,4944,1610,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,loss,2,1.0,1.0,1.0,1.0,1.0,6553,3219,6553,3219,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,loss,3,0.1,1.0,1.0,1.0,1.0,6387,3168,3536,317,"['ts-route-service', 'ts-travel2-service', 'ts-seat-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-route-service,loss,3,0.25,1.0,1.0,1.0,1.0,6387,3168,4011,792,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,loss,3,0.5,1.0,1.0,1.0,1.0,6387,3168,4803,1584,"['ts-route-service', 'ts-travel2-service', 'ts-seat-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-route-service,loss,3,1.0,1.0,1.0,1.0,1.0,6387,3168,6387,3168,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-train-service,loss,1,0.1,1.0,1.0,1.0,1.0,7394,3594,4159,359,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,loss,1,0.25,1.0,1.0,1.0,1.0,7394,3594,4698,898,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,loss,1,0.5,1.0,1.0,1.0,1.0,7394,3594,5597,1797,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,loss,1,1.0,1.0,1.0,1.0,1.0,7394,3594,7394,3594,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,loss,2,0.1,1.0,1.0,1.0,1.0,6469,3169,3617,317,"['ts-train-service', 'ts-travel2-service', 'ts-seat-service', 'ts-basic-service', 'ts-ticketinfo-service']"
RE2-TT,ts-train-service,loss,2,0.25,1.0,1.0,1.0,1.0,6469,3169,4092,792,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,loss,2,0.5,1.0,1.0,1.0,1.0,6469,3169,4884,1584,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,loss,2,1.0,1.0,1.0,1.0,1.0,6469,3169,6469,3169,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,loss,3,0.1,1.0,1.0,1.0,1.0,6516,3177,3657,318,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,loss,3,0.25,1.0,1.0,1.0,1.0,6516,3177,4133,794,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,loss,3,0.5,1.0,1.0,1.0,1.0,6516,3177,4927,1588,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-basic-service', 'ts-travel-service']"
RE2-TT,ts-train-service,loss,3,1.0,1.0,1.0,1.0,1.0,6516,3177,6516,3177,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-basic-service', 'ts-travel-service']"
RE2-TT,ts-travel-service,loss,1,0.1,1.0,1.0,1.0,1.0,7346,3587,4118,359,"['ts-travel-service', 'ts-seat-service', 'ts-station-service', 'ts-route-service', 'ts-basic-service']"
RE2-TT,ts-travel-service,loss,1,0.25,1.0,1.0,1.0,1.0,7346,3587,4656,897,"['ts-travel-service', 'ts-seat-service', 'ts-station-service', 'ts-basic-service', 'ts-food-service']"
RE2-TT,ts-travel-service,loss,1,0.5,1.0,1.0,1.0,1.0,7346,3587,5553,1794,"['ts-travel-service', 'ts-seat-service', 'ts-station-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-travel-service,loss,1,1.0,1.0,1.0,1.0,1.0,7346,3587,7346,3587,"['ts-travel-service', 'ts-seat-service', 'ts-station-service', 'ts-route-service', 'ts-basic-service']"
RE2-TT,ts-travel-service,loss,2,0.1,1.0,1.0,1.0,1.0,6995,3462,3879,346,"['ts-travel-service', 'ts-seat-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-travel-service,loss,2,0.25,1.0,1.0,1.0,1.0,6995,3462,4399,866,"['ts-travel-service', 'ts-seat-service', 'ts-basic-service', 'ts-station-service', 'ts-ticketinfo-service']"
RE2-TT,ts-travel-service,loss,2,0.5,1.0,1.0,1.0,1.0,6995,3462,5264,1731,"['ts-travel-service', 'ts-seat-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-travel-service,loss,2,1.0,1.0,1.0,1.0,1.0,6995,3462,6995,3462,"['ts-travel-service', 'ts-seat-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-travel-service,loss,3,0.1,1.0,1.0,1.0,1.0,7258,3572,4043,357,"['ts-travel-service', 'ts-seat-service', 'ts-basic-service', 'ts-travel2-service', 'ts-route-service']"
RE2-TT,ts-travel-service,loss,3,0.25,1.0,1.0,1.0,1.0,7258,3572,4579,893,"['ts-travel-service', 'ts-seat-service', 'ts-basic-service', 'ts-station-service', 'ts-ticketinfo-service']"
RE2-TT,ts-travel-service,loss,3,0.5,1.0,1.0,1.0,1.0,7258,3572,5472,1786,"['ts-travel-service', 'ts-seat-service', 'ts-basic-service', 'ts-station-service', 'ts-ticketinfo-service']"
RE2-TT,ts-travel-service,loss,3,1.0,1.0,1.0,1.0,1.0,7258,3572,7258,3572,"['ts-travel-service', 'ts-seat-service', 'ts-basic-service', 'ts-station-service', 'ts-ticketinfo-service']"
RE2-TT,ts-auth-service,mem,1,0.1,1.0,1.0,1.0,1.0,6507,3138,3683,314,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-travel-service', 'ts-route-service']"
RE2-TT,ts-auth-service,mem,1,0.25,1.0,1.0,1.0,1.0,6507,3138,4153,784,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,mem,1,0.5,1.0,1.0,1.0,1.0,6507,3138,4938,1569,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,mem,1,1.0,1.0,1.0,1.0,1.0,6507,3138,6507,3138,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,mem,2,0.1,1.0,1.0,1.0,1.0,6325,3000,3625,300,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-route-service', 'ts-travel2-service']"
RE2-TT,ts-auth-service,mem,2,0.25,1.0,1.0,1.0,1.0,6325,3000,4075,750,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-route-service', 'ts-travel2-service']"
RE2-TT,ts-auth-service,mem,2,0.5,1.0,1.0,1.0,1.0,6325,3000,4825,1500,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-route-service', 'ts-travel2-service']"
RE2-TT,ts-auth-service,mem,2,1.0,1.0,1.0,1.0,1.0,6325,3000,6325,3000,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-route-service', 'ts-travel2-service']"
RE2-TT,ts-auth-service,mem,3,0.1,1.0,1.0,1.0,1.0,6330,3064,3572,306,"['ts-auth-service', 'ts-station-service', 'ts-order-service', 'ts-seat-service', 'ts-config-service']"
RE2-TT,ts-auth-service,mem,3,0.25,1.0,1.0,1.0,1.0,6330,3064,4032,766,"['ts-auth-service', 'ts-station-service', 'ts-order-service', 'ts-config-service', 'ts-seat-service']"
RE2-TT,ts-auth-service,mem,3,0.5,1.0,1.0,1.0,1.0,6330,3064,4798,1532,"['ts-auth-service', 'ts-station-service', 'ts-order-service', 'ts-config-service', 'ts-order-other-service']"
RE2-TT,ts-auth-service,mem,3,1.0,1.0,1.0,1.0,1.0,6330,3064,6330,3064,"['ts-auth-service', 'ts-station-service', 'ts-order-other-service', 'ts-config-service', 'ts-order-service']"
RE2-TT,ts-order-service,mem,1,0.1,0.0,1.0,1.0,0.8,6211,3105,3416,310,"['ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-station-service', 'ts-security-service']"
RE2-TT,ts-order-service,mem,1,0.25,0.0,1.0,1.0,0.8,6211,3105,3882,776,"['ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-station-service', 'ts-basic-service']"
RE2-TT,ts-order-service,mem,1,0.5,0.0,1.0,1.0,0.8,6211,3105,4658,1552,"['ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-station-service', 'ts-travel2-service']"
RE2-TT,ts-order-service,mem,1,1.0,0.0,1.0,1.0,0.8,6211,3105,6211,3105,"['ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-station-service', 'ts-travel2-service']"
RE2-TT,ts-order-service,mem,2,0.1,1.0,1.0,1.0,1.0,6639,3277,3690,328,"['ts-order-service', 'ts-seat-service', 'ts-station-service', 'ts-travel-service', 'ts-auth-service']"
RE2-TT,ts-order-service,mem,2,0.25,1.0,1.0,1.0,1.0,6639,3277,4181,819,"['ts-order-service', 'ts-seat-service', 'ts-station-service', 'ts-travel-service', 'ts-auth-service']"
RE2-TT,ts-order-service,mem,2,0.5,1.0,1.0,1.0,1.0,6639,3277,5000,1638,"['ts-order-service', 'ts-seat-service', 'ts-travel-service', 'ts-station-service', 'ts-auth-service']"
RE2-TT,ts-order-service,mem,2,1.0,1.0,1.0,1.0,1.0,6639,3277,6639,3277,"['ts-order-service', 'ts-seat-service', 'ts-travel-service', 'ts-station-service', 'ts-auth-service']"
RE2-TT,ts-order-service,mem,3,0.1,0.0,1.0,1.0,0.8,6264,3103,3471,310,"['ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-route-service', 'ts-travel2-service']"
RE2-TT,ts-order-service,mem,3,0.25,0.0,1.0,1.0,0.8,6264,3103,3937,776,"['ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-route-service', 'ts-basic-service']"
RE2-TT,ts-order-service,mem,3,0.5,0.0,1.0,1.0,0.8,6264,3103,4713,1552,"['ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-route-service', 'ts-travel2-service']"
RE2-TT,ts-order-service,mem,3,1.0,0.0,1.0,1.0,0.8,6264,3103,6264,3103,"['ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-route-service', 'ts-basic-service']"
RE2-TT,ts-route-service,mem,1,0.1,1.0,1.0,1.0,1.0,5698,2760,3214,276,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-ticketinfo-service']"
RE2-TT,ts-route-service,mem,1,0.25,1.0,1.0,1.0,1.0,5698,2760,3628,690,"['ts-route-service', 'ts-travel2-service', 'ts-seat-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-route-service,mem,1,0.5,1.0,1.0,1.0,1.0,5698,2760,4318,1380,"['ts-route-service', 'ts-travel2-service', 'ts-seat-service', 'ts-travel-service', 'ts-ticketinfo-service']"
RE2-TT,ts-route-service,mem,1,1.0,1.0,1.0,1.0,1.0,5698,2760,5698,2760,"['ts-route-service', 'ts-travel2-service', 'ts-seat-service', 'ts-travel-service', 'ts-ticketinfo-service']"
RE2-TT,ts-route-service,mem,2,0.1,1.0,1.0,1.0,1.0,6378,3118,3572,312,"['ts-route-service', 'ts-travel-service', 'ts-basic-service', 'ts-travel2-service', 'ts-station-service']"
RE2-TT,ts-route-service,mem,2,0.25,1.0,1.0,1.0,1.0,6378,3118,4040,780,"['ts-route-service', 'ts-travel2-service', 'ts-basic-service', 'ts-travel-service', 'ts-station-service']"
RE2-TT,ts-route-service,mem,2,0.5,1.0,1.0,1.0,1.0,6378,3118,4819,1559,"['ts-route-service', 'ts-basic-service', 'ts-travel-service', 'ts-travel2-service', 'ts-station-service']"
RE2-TT,ts-route-service,mem,2,1.0,1.0,1.0,1.0,1.0,6378,3118,6378,3118,"['ts-route-service', 'ts-basic-service', 'ts-travel2-service', 'ts-travel-service', 'ts-station-service']"
RE2-TT,ts-route-service,mem,3,0.1,1.0,1.0,1.0,1.0,6408,3155,3569,316,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,mem,3,0.25,1.0,1.0,1.0,1.0,6408,3155,4042,789,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,mem,3,0.5,1.0,1.0,1.0,1.0,6408,3155,4831,1578,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,mem,3,1.0,1.0,1.0,1.0,1.0,6408,3155,6408,3155,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-train-service,mem,1,0.1,1.0,1.0,1.0,1.0,6494,3176,3636,318,"['ts-train-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-train-service,mem,1,0.25,1.0,1.0,1.0,1.0,6494,3176,4112,794,"['ts-train-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-train-service,mem,1,0.5,1.0,1.0,1.0,1.0,6494,3176,4906,1588,"['ts-train-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-train-service,mem,1,1.0,1.0,1.0,1.0,1.0,6494,3176,6494,3176,"['ts-train-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-train-service,mem,2,0.1,1.0,1.0,1.0,1.0,6363,3181,3500,318,"['ts-train-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-travel2-service', 'ts-travel-service']"
RE2-TT,ts-train-service,mem,2,0.25,1.0,1.0,1.0,1.0,6363,3181,3977,795,"['ts-train-service', 'ts-basic-service', 'ts-travel-service', 'ts-ticketinfo-service', 'ts-travel2-service']"
RE2-TT,ts-train-service,mem,2,0.5,1.0,1.0,1.0,1.0,6363,3181,4772,1590,"['ts-train-service', 'ts-basic-service', 'ts-travel2-service', 'ts-travel-service', 'ts-ticketinfo-service']"
RE2-TT,ts-train-service,mem,2,1.0,1.0,1.0,1.0,1.0,6363,3181,6363,3181,"['ts-train-service', 'ts-basic-service', 'ts-travel2-service', 'ts-ticketinfo-service', 'ts-travel-service']"
RE2-TT,ts-train-service,mem,3,0.1,1.0,1.0,1.0,1.0,6616,3281,3663,328,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-ticketinfo-service', 'ts-basic-service']"
RE2-TT,ts-train-service,mem,3,0.25,1.0,1.0,1.0,1.0,6616,3281,4155,820,"['ts-train-service', 'ts-seat-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-travel2-service']"
RE2-TT,ts-train-service,mem,3,0.5,1.0,1.0,1.0,1.0,6616,3281,4975,1640,"['ts-train-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-seat-service', 'ts-travel2-service']"
RE2-TT,ts-train-service,mem,3,1.0,1.0,1.0,1.0,1.0,6616,3281,6616,3281,"['ts-train-service', 'ts-seat-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-travel2-service']"
RE2-TT,ts-travel-service,mem,1,0.1,1.0,1.0,1.0,1.0,6260,3068,3499,307,"['ts-travel-service', 'ts-seat-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-travel2-service']"
RE2-TT,ts-travel-service,mem,1,0.25,1.0,1.0,1.0,1.0,6260,3068,3959,767,"['ts-travel-service', 'ts-seat-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-route-service']"
RE2-TT,ts-travel-service,mem,1,0.5,1.0,1.0,1.0,1.0,6260,3068,4726,1534,"['ts-travel-service', 'ts-seat-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-travel-service,mem,1,1.0,1.0,1.0,1.0,1.0,6260,3068,6260,3068,"['ts-travel-service', 'ts-seat-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-travel-service,mem,2,0.1,1.0,1.0,1.0,1.0,6079,3003,3376,300,"['ts-travel-service', 'ts-seat-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-travel2-service']"
RE2-TT,ts-travel-service,mem,2,0.25,1.0,1.0,1.0,1.0,6079,3003,3827,751,"['ts-travel-service', 'ts-seat-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-travel2-service']"
RE2-TT,ts-travel-service,mem,2,0.5,1.0,1.0,1.0,1.0,6079,3003,4578,1502,"['ts-travel-service', 'ts-seat-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-travel2-service']"
RE2-TT,ts-travel-service,mem,2,1.0,1.0,1.0,1.0,1.0,6079,3003,6079,3003,"['ts-travel-service', 'ts-seat-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-travel2-service']"
RE2-TT,ts-travel-service,mem,3,0.1,1.0,1.0,1.0,1.0,6035,3012,3324,301,"['ts-travel-service', 'ts-seat-service', 'ts-food-service', 'ts-station-service', 'ts-order-other-service']"
RE2-TT,ts-travel-service,mem,3,0.25,1.0,1.0,1.0,1.0,6035,3012,3776,753,"['ts-travel-service', 'ts-seat-service', 'ts-food-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-travel-service,mem,3,0.5,0.0,1.0,1.0,0.8,6035,3012,4529,1506,"['ts-seat-service', 'ts-travel-service', 'ts-food-service', 'ts-station-service', 'ts-travel2-service']"
RE2-TT,ts-travel-service,mem,3,1.0,0.0,1.0,1.0,0.8,6035,3012,6035,3012,"['ts-seat-service', 'ts-travel-service', 'ts-food-service', 'ts-station-service', 'ts-travel2-service']"
RE2-TT,ts-auth-service,socket,1,0.1,1.0,1.0,1.0,1.0,6545,3146,3714,315,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-travel2-service', 'ts-route-service']"
RE2-TT,ts-auth-service,socket,1,0.25,1.0,1.0,1.0,1.0,6545,3146,4185,786,"['ts-auth-service', 'ts-basic-service', 'ts-route-service', 'ts-order-other-service', 'ts-train-service']"
RE2-TT,ts-auth-service,socket,1,0.5,1.0,1.0,1.0,1.0,6545,3146,4972,1573,"['ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-route-service', 'ts-train-service']"
RE2-TT,ts-auth-service,socket,1,1.0,1.0,1.0,1.0,1.0,6545,3146,6545,3146,"['ts-auth-service', 'ts-basic-service', 'ts-route-service', 'ts-train-service', 'ts-station-service']"
RE2-TT,ts-auth-service,socket,2,0.1,1.0,1.0,1.0,1.0,6437,3107,3641,311,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-travel2-service']"
RE2-TT,ts-auth-service,socket,2,0.25,1.0,1.0,1.0,1.0,6437,3107,4107,777,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,socket,2,0.5,1.0,1.0,1.0,1.0,6437,3107,4884,1554,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,socket,2,1.0,1.0,1.0,1.0,1.0,6437,3107,6437,3107,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,socket,3,0.1,1.0,1.0,1.0,1.0,6355,3018,3639,302,"['ts-auth-service', 'ts-train-service', 'ts-station-service', 'ts-order-other-service', 'ts-config-service']"
RE2-TT,ts-auth-service,socket,3,0.25,1.0,1.0,1.0,1.0,6355,3018,4091,754,"['ts-auth-service', 'ts-train-service', 'ts-station-service', 'ts-order-other-service', 'ts-config-service']"
RE2-TT,ts-auth-service,socket,3,0.5,1.0,1.0,1.0,1.0,6355,3018,4846,1509,"['ts-auth-service', 'ts-train-service', 'ts-station-service', 'ts-order-other-service', 'ts-price-service']"
RE2-TT,ts-auth-service,socket,3,1.0,1.0,1.0,1.0,1.0,6355,3018,6355,3018,"['ts-auth-service', 'ts-train-service', 'ts-price-service', 'ts-station-service', 'ts-order-other-service']"
RE2-TT,ts-order-service,socket,1,0.1,1.0,1.0,1.0,1.0,6565,3266,3626,327,"['ts-order-service', 'ts-seat-service', 'ts-travel-service', 'ts-basic-service', 'ts-ticketinfo-service']"
RE2-TT,ts-order-service,socket,1,0.25,1.0,1.0,1.0,1.0,6565,3266,4115,816,"['ts-order-service', 'ts-seat-service', 'ts-travel-service', 'ts-basic-service', 'ts-ticketinfo-service']"
RE2-TT,ts-order-service,socket,1,0.5,1.0,1.0,1.0,1.0,6565,3266,4932,1633,"['ts-order-service', 'ts-seat-service', 'ts-travel-service', 'ts-basic-service', 'ts-ticketinfo-service']"
RE2-TT,ts-order-service,socket,1,1.0,1.0,1.0,1.0,1.0,6565,3266,6565,3266,"['ts-order-service', 'ts-seat-service', 'ts-travel-service', 'ts-basic-service', 'ts-ticketinfo-service']"
RE2-TT,ts-order-service,socket,2,0.1,1.0,1.0,1.0,1.0,6494,3241,3577,324,"['ts-order-service', 'ts-auth-service', 'ts-inside-payment-service', 'ts-route-service', 'ts-travel-service']"
RE2-TT,ts-order-service,socket,2,0.25,1.0,1.0,1.0,1.0,6494,3241,4063,810,"['ts-order-service', 'ts-inside-payment-service', 'ts-auth-service', 'ts-station-service', 'ts-basic-service']"
RE2-TT,ts-order-service,socket,2,0.5,1.0,1.0,1.0,1.0,6494,3241,4873,1620,"['ts-order-service', 'ts-inside-payment-service', 'ts-auth-service', 'ts-travel-service', 'ts-station-service']"
RE2-TT,ts-order-service,socket,2,1.0,1.0,1.0,1.0,1.0,6494,3241,6494,3241,"['ts-order-service', 'ts-inside-payment-service', 'ts-auth-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-order-service,socket,3,0.1,0.0,1.0,1.0,0.8,6617,3271,3673,327,"['ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-security-service', 'ts-route-service']"
RE2-TT,ts-order-service,socket,3,0.25,0.0,1.0,1.0,0.8,6617,3271,4164,818,"['ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-train-service', 'ts-route-service']"
RE2-TT,ts-order-service,socket,3,0.5,0.0,1.0,1.0,0.8,6617,3271,4982,1636,"['ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-route-service', 'ts-train-service']"
RE2-TT,ts-order-service,socket,3,1.0,0.0,1.0,1.0,0.8,6617,3271,6617,3271,"['ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-route-service', 'ts-security-service']"
RE2-TT,ts-route-service,socket,1,0.1,0.0,1.0,1.0,0.8,6338,3080,3566,308,"['ts-travel2-service', 'ts-route-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,socket,1,0.25,0.0,1.0,1.0,0.8,6338,3080,4028,770,"['ts-travel2-service', 'ts-route-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,socket,1,0.5,0.0,1.0,1.0,0.8,6338,3080,4798,1540,"['ts-travel2-service', 'ts-route-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,socket,1,1.0,0.0,1.0,1.0,0.8,6338,3080,6338,3080,"['ts-travel2-service', 'ts-route-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,socket,2,0.1,1.0,1.0,1.0,1.0,6565,3314,3582,331,"['ts-route-service', 'ts-travel2-service', 'ts-basic-service', 'ts-travel-service', 'ts-food-service']"
RE2-TT,ts-route-service,socket,2,0.25,1.0,1.0,1.0,1.0,6565,3314,4079,828,"['ts-route-service', 'ts-basic-service', 'ts-travel2-service', 'ts-travel-service', 'ts-food-service']"
RE2-TT,ts-route-service,socket,2,0.5,1.0,1.0,1.0,1.0,6565,3314,4908,1657,"['ts-route-service', 'ts-basic-service', 'ts-travel2-service', 'ts-travel-service', 'ts-food-service']"
RE2-TT,ts-route-service,socket,2,1.0,1.0,1.0,1.0,1.0,6565,3314,6565,3314,"['ts-route-service', 'ts-basic-service', 'ts-travel-service', 'ts-travel2-service', 'ts-station-service']"
RE2-TT,ts-route-service,socket,3,0.1,1.0,1.0,1.0,1.0,6515,3142,3687,314,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,socket,3,0.25,1.0,1.0,1.0,1.0,6515,3142,4159,786,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,socket,3,0.5,1.0,1.0,1.0,1.0,6515,3142,4944,1571,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
